pubtime,medium_code,medium_name,rubric,language,char_count,head,subhead,length,year,text,meta,x,y,label
2022-07-25 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,8555,Unsere Universitäten brauchen eine Revolution,"Das Bildungswesen verliert sich im Aktivismus. Um das kritische Denken zu fördern, sind neue Institutionen nötig. Von Ayaan Hirsi Ali",8438,2022,Das falsche Thema gewählt,"07/25/2022, NZZ",2.0259,4.3971906,unlabeled
2022-11-08 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,10606,«Neun von zehn Stücken sind langweilig»,"Milo Rau zählt zu den prägenden Regisseuren des Gegenwartstheaters. Im Gespräch mit Ueli Bernays und Benedict Neff sagt er, ein Stadttheater dürfe keine Traditionen pflegen, es müsse Avantgarde sein. Beim Wort «woke» schläft er ein",10416,2022,Diversität an deutschsprachigen Theatern ist ja keine neue Erfindung.,"11/08/2022, NZZ",2.1923099,5.5217223,unlabeled
2022-05-31 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,5628,Therapie für alle,Rammstein feiert im ausverkauften Stadion Letzigrund die modernen Antihelden – und jeder ist mitgemeint,5425,2022,"Man kann sich kaum vorstellen, dass das Konzert noch lauter wird, dass es überhaupt jemals lauter sein könnte auf dieser Welt.","05/31/2022, NZZ",1.5096401,5.6637583,unlabeled
2022-08-02 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,6768,Beyoncé macht den Feminismus tanzbar,Die Sängerin widmet ihr neues Album der Disco-Ära. Und erteilt den Männern eine Lektion,6543,2022,"Da rumpelt der Beat marschmusikhaft, dass man denkt:","08/02/2022, NZZ",0.83335996,5.8554754,unlabeled
2022-12-30 23:00:00+00:00,TA,Tages-Anzeiger,Und jetzt?,German,17843,"«So wie bisher geht es nicht weiter, wir müssen neue Formen finden»",,16898,2022,Wie sind die Reaktionen auf solche Konzepte?,"12/30/2022, TA",2.8325546,3.0152674,unlabeled
2022-03-24 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,20971,"Rassismus, Religion und Radau – «culture woke» verändert die Universität","In Frankreich ist ein Kulturkampf um die Hochschulen im Gang: Professoren werden gemobbt, Veranstaltungen abgesagt, und der Staat will in die Forschung eingreifen",20378,2022,"Es gab Unterstützungsbriefe und Rücktrittsforderungen an Vidal, man organisierte Kolloquien und Gegenkolloquien, in denen der «wokisme» wahlweise als «neuer totalitärer Geist» oder als blosses Phantom eingestuft wurde:","03/24/2022, NZZ",5.4590373,2.7616875,unlabeled
2018-06-20 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,7847,Diese Jungen könnten unsere Eltern sein,Der Mief der viktorianischen Ära scheint wiederzukehren. Wohin ist der Freigeist der sechziger und siebziger Jahre entschwunden?,7428,2018,"Wenn junge Leute Toleranz für Minderheiten einfordern, können sie dabei ausgesprochen intolerant sein.","06/20/2018, NZZ",3.9791038,1.132154,unlabeled
2022-08-12 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Wochenende,German,3996,"Sie spüren, wenn ein Blatt vom Baum fällt",,3851,2022,"So sollte man nach jedem Statement auf fünf zählen, bevor der Nächste an die Reihe kam, um das Gesagte «sich setzen zu lassen».","08/12/2022, NZZ",1.5897373,3.6565132,unlabeled
2019-03-22 23:00:00+00:00,TA,Tages-Anzeiger,Wochenende,German,16835,"Sie wissen, was wir sehen wollen",,16233,2019,"Am Schlusswird sowieso alles auf einmal auf die digitale Plattform gekippt, und angesichts der schieren Masse an Inhalten geht Netflix davon aus, dass beim Nutzer schon irgendetwas hängen bleibt.","03/22/2019, TA",3.8631744,7.5013986,unlabeled
2021-05-31 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,20333,"«Ich bin aktuell vielleicht erfolgreich, aber habe ich es deshalb geschafft?»",,19682,2021,Es ist gar nicht so radikal.,"05/31/2021, NZZ",0.93053764,2.183732,unlabeled
2021-07-21 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,6726,Am meisten nervt die Humorlosigkeit,Wokeness liegt im Trend. Statt Selbstgerechtigkeit aber wären etwas mehr Selbstironie und ein wacheres Sündenbewusstsein hilfreich,6497,2021,"Es braucht Mut, sich seinen Humor zu bewahren und über den herrschenden Moralismus zu lachen.","07/21/2021, NZZ",1.927107,1.5620577,unlabeled
2022-01-03 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,International,German,12599,Amerika kämpft erbittert um seine Kinder,"Der Streit um Rassismus, Transgender oder Sex in Jugendbüchern spaltet Eltern und Lehrer",12433,2022,"Sie befragte ihre Kunden – unter ihnen Republikaner, Demokraten, Lehrer und Schüler – über die von einem afroamerikanischen Professor in den siebziger Jahren an der Universität Harvard begründete Theorie.","01/03/2022, NZZ",5.3475103,2.5677478,unlabeled
2022-12-28 23:00:00+00:00,TA,Tages-Anzeiger,Schweiz,German,7347,«Ich gebe gern kindliche Antworten auf ernste Fragen»,,6850,2022,"Widmer blickt zurück auf ein Jahr, in dem der Krieg in der Ukraine dem Karikaturisten seine Lust am Zeichnen getrübt hat.","12/28/2022, TA",1.3751433,4.9581423,unlabeled
2022-01-26 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,International,German,7721,Die USA kämpfen gegen «böse» Bücher,Säuberungswahn von links und rechts trifft auch Klassiker der amerikanische Literatur,7468,2022,Aber auch abgesehen von dieser Schnittmenge kommt es zu einer unheiligen Allianz zwischen konservativen und «fortschrittlichen» Ordnungshütern.,"01/26/2022, NZZ",5.2114015,2.532807,unlabeled
2022-08-25 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,5549,Louis C. K. ist wieder O. K.,Der amerikanische Comedian zog sich nach einem Belästigungsskandal aus der Öffentlichkeit zurück. Nun hat er einen Spielfilm gedreht,5377,2022,"Man fragt sich übrigens, wieso das nicht öfters gemacht wird: Müssen immer alle zu Netflix?","08/25/2022, NZZ",3.7768602,7.483529,unlabeled
2022-08-18 22:00:00+00:00,TA,Tages-Anzeiger,Kultur & Gesellschaft,German,8639,Noch mehr Drachen und Orgien,,8311,2022,"Indem sich die neue Serie fast ausschliesslich auf die Familie Targaryen konzentriert, hat sie das kammerspielartige Element der frühen «Thrones»-Folgen, verliert aber das Brettspielhafte:","08/18/2022, TA",4.590034,7.067382,unlabeled
2004-09-15 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,,German,1478,Screamin' Nick Cave,,1452,2004,"Nick Cave ist wohl der einzige Songwriter, der freimütig zugibt, seine Platten in einem geregelten Nine-to- five-Job zu produzieren.","09/15/2004, NZZ",1.0274924,6.0994544,unlabeled
2020-01-06 23:00:00+00:00,TA,Tages-Anzeiger,Kultur & Gesellschaft,German,5723,«Nehmt euren Preis und verpisst euch»,,5410,2020,Sehr nervöse Stille herrschte nach dem Spruch über die fehlenden Frauen in der Kategorie Beste Regie:,"01/06/2020, TA",3.846171,6.0554886,unlabeled
2020-09-17 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,10073,Nur auf das Gefühl kommt es an,"Absurde Thesen greifen um sich, wie etwa, dass nur Weisse Rassisten sein können. Was steckt dahinter?",9804,2020,Daher hat Doyle dem Twitter-CEO Jack Dorsey auch ein eigenes Kapitel in Titania McGraths neuem Buch gewidmet.,"09/17/2020, NZZ",5.05795,4.897746,unlabeled
2022-01-30 23:00:00+00:00,TA,Tages-Anzeiger,Hintergrund,German,9517,Warum Austin die Kalifornier anlockt,,9148,2022,"Die einen verweisen auf Kontaktformulare, die ins Nirwana der Unternehmenskommunikation führen;","01/30/2022, TA",2.7953217,3.1719024,unlabeled
2022-02-20 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Schweiz,German,13049,«Wollen wir eine Gesinnungspolizei?»,,12675,2022,Hier stellt sich auch die Frage nach dem Potenzial.,"02/20/2022, NZZ",2.1952746,3.1092422,unlabeled
2022-04-10 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Meinung und Debatte,German,6861,Zuschriften,,6765,2022,"Wie Daniel Gerny in seinem Beitrag (NZZ 5. 4. 22) eindrücklich aufzeigt, legt die menschliche Behandlung der Geflüchteten aus der Ukraine die Gnadenlosigkeit offen, denen Vertriebene aus anderen Konfliktgebieten in der Schweiz ausgesetzt sind.","04/10/2022, NZZ",6.42488,4.642106,unlabeled
2021-05-07 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,10576,Irgendwann kollabiert das Absurde unter seinem eigenen Gewicht,"Umbenennen, verbannen, canceln: Wohlmeinende Umstürzler sind in Europa am Werk. Wohin das führt, ist abzusehen.",10442,2021,"Worte für die Ewigkeit, auch 200 Jahre später.","05/07/2021, NZZ",2.113614,3.0371478,unlabeled
2020-11-20 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Meinung und Debatte,German,10363,Mein Abschied von China,,10258,2020,"Überhaupt begegnen uns die «Kernwerte des Sozialismus» auf Schritt und Tritt, in archäologischen Stätten genauso wie bei modernen Infrastrukturbauten.","11/20/2020, NZZ",4.0264807,2.0972884,unlabeled
2022-03-29 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,6259,Die Hand Gottes,Will Smiths Ohrfeige war auch ein Schlag ins Gesicht Hollywoods. Denn die Filmstars feiern nichts lieber als ihre Aufgeklärtheit,6025,2022,"Erst schlägt er zu, dann ist er ein Häufchen Elend:","03/29/2022, NZZ",1.5564761,3.7871616,unlabeled
2022-10-28 22:00:00+00:00,TA,Tages-Anzeiger,Hintergrund,German,9757,Wie DeSantis Trump verdrängen will,,9380,2022,"Aber aus seiner Sicht wäre es wohl ein fantastisches Szenario, wenn Trump wegen des Verstosses gegen Spionagegesetze angeklagt und womöglich sogar verurteilt würde.","10/28/2022, TA",7.3915367,3.8212364,unlabeled
2022-05-20 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Front,German,8389,Inflation des Leichtsinns,"Die Preise steigen weltweit in hohem Tempo. Dies nur mit dem Ukraine-Krieg zu erklären, taugt nicht als Ausrede. Vielmehr haben die grossen Zentralbanken während Jahren geradezu fahrlässig gehandelt. Das rächt sich nun.",8307,2022,"Zum einen musste es den Geldpolitikern durchaus bewusst sein, dass ein Fluten der Wirtschaft mit ständig noch mehr Geld langfristig nicht vereinbar ist mit dem Ziel stabiler Preise.","05/20/2022, NZZ",1.5349753,0.49515516,unlabeled
2021-12-12 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Medien,German,8279,Die «New York Times» schreibt ihre eigene Geschichte,Wegen Einseitigkeiten und Halbwahrheiten steht die renommierte Tageszeitung in der Kritik,8002,2021,"Die «New York Times» prangerte in Tausenden von Artikeln Donald Trump und seine Anhänger als Rassisten an, sah aber nicht, dass ihn so viele Schwarze und Hispanos wählten wie keinen anderen Kandidaten.","12/12/2021, NZZ",7.2287846,3.7840664,unlabeled
2022-08-18 22:00:00+00:00,TA,Tages-Anzeiger,Kultur & Gesellschaft,German,8639,Noch mehr Drachen und Orgien,,8311,2022,Die erste Staffel von «House of the Dragon» umfasst 10 Episoden (geplant sind insgesamt fünf Staffeln).,"08/18/2022, TA",4.5362387,7.042139,unlabeled
2019-04-17 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,6445,Identitätspolitik? Da hilft nur noch Satire,"Ihr Name tönt prächtig – aber was Titania McGrath am besten kann, ist jammern und andern die Leviten lesen. Die Geschichte einer Twitter-Figur",6267,2019,"Aber damit gute Menschen Böses tun, bedarf es der Religion.»","04/17/2019, NZZ",1.9158263,2.3883908,unlabeled
2021-05-31 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,20333,"«Ich bin aktuell vielleicht erfolgreich, aber habe ich es deshalb geschafft?»",,19682,2021,"Wenn sich Gedanken öffnen, wenn Kategorien aufgebrochen werden, dann ist das am Ende etwas Gutes.","05/31/2021, NZZ",1.0537134,3.7761836,unlabeled
2020-11-20 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Meinung und Debatte,German,10363,Mein Abschied von China,,10258,2020,"Die Kost war einfach, und Stromausfälle waren normal.","11/20/2020, NZZ",1.1110278,2.565377,unlabeled
2022-05-06 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,7016,Netflix ist eine falsche Verheissung,Schweizer Filmschaffende machen hervorragende Arbeit. Der Artenschutz ist kontraproduktiv,6781,2022,"Darüber hinaus: Wissen die Schweizer Filmschaffenden, was sie sich herbeiwünschen?","05/06/2022, NZZ",3.346002,6.4875183,unlabeled
2022-02-06 23:00:00+00:00,TA,Tages-Anzeiger,Hintergrund,German,9674,Cancel-Culture auf Russisch,,9318,2022,"Der 38-Jährige wurde im vergangenen Jahr zusammen mit wichtigen Mitstreitern seines Bruders Alexei wegen der Proteste zur Unterstützung des Oppositionellen zu einer einjährigen Bewährungsstrafe verurteilt, weil er gegen Corona-Auflagen verstossen haben soll.","02/06/2022, TA",5.9410233,3.5806918,unlabeled
2022-08-01 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Schweiz,German,4569,Die Berner Dreadlocks-Debatte erreicht Deutschland,Der frühere Münchner SPD-Oberbürgermeister Christian Ude kritisiert die sittenstrenge und verbotsfreudige «woke Generation»,4441,2022,Für sie ist das teure Designerstück ein klarer Fall von kultureller Aneignung.,"08/01/2022, NZZ",3.913264,2.5607064,unlabeled
2022-02-14 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,International,German,7108,Der amerikanische Sonnenkönig,Ron DeSantis regiert in Florida konservativ-autoritär und gilt als republikanische Präsidentschaftshoffnung,6884,2022,"Kürzlich sagte er sogar, er bereue es, überhaupt Massnahmen verhängt zu haben.","02/14/2022, NZZ",5.769685,3.4494731,unlabeled
2022-12-05 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,International,German,6453,Die britischen Ordnungshüter geraten im Kulturkampf zwischen die Fronten,Eine Serie von Skandalen zeugt von rassistischen und sexistischen Entgleisungen von Polizisten,6271,2022,Nach der Ermordung einer jungen Frau durch einen Polizisten kommt es 2021 in London zu Demonstrationen.,"12/05/2022, NZZ",5.4035034,2.1585457,unlabeled
2022-12-30 23:00:00+00:00,TA,Tages-Anzeiger,Und jetzt?,German,17211,"«So wie bisher geht es nicht weiter, wir müssen neue Formen finden»",,16898,2022,"Sogar wir, die wir professionell damit zu tun haben, sind in einem ständigen Lernprozess.","12/30/2022, TA",1.5165734,2.6607137,unlabeled
2021-05-31 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,20333,"«Ich bin aktuell vielleicht erfolgreich, aber habe ich es deshalb geschafft?»",,19682,2021,Und der Weg zurück in die Schweiz ist für dich keine Option?,"05/31/2021, NZZ",0.20695066,4.7753844,unlabeled
2022-04-04 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Wirtschaft,German,3243,Die Kernaufgabe von Firmen,,3113,2022,"In einer privaten Gesprächsrunde rechtfertigten unlängst zwei Wirtschaftsführer unisono das nachgiebige Verhalten damit, dass der Druck der Belegschaften so gross sei, dass die Unternehmensführungen gar nicht anders könnten, als im modischen Mainstream mitzuschwimmen.","04/04/2022, NZZ",2.763481,0.66132253,unlabeled
2021-12-12 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Medien,German,8279,Die «New York Times» schreibt ihre eigene Geschichte,Wegen Einseitigkeiten und Halbwahrheiten steht die renommierte Tageszeitung in der Kritik,8002,2021,How Woke Media Is Undermining Democracy.,"12/12/2021, NZZ",4.758461,1.8712639,unlabeled
2022-06-03 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Wirtschaft,German,7401,"«Am Anfang spielte ich nach den Regeln der anderen, später habe ich sie geändert»",Simona Scarpaleggia ist die Gewinnerin des diesjährigen Ehrenpreises für Frauen des Swiss Economic Forum,7174,2022,Für ihr Engagement hat Simona Scarpaleggia den diesjährigen Ehrenpreis für Frauen am Swiss Economic Forum erhalten.,"06/03/2022, NZZ",4.3334064,5.16522,unlabeled
2021-03-26 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,11691,"Liberalismus, ade","Der Wohlfühlstaat gibt sich als netten Onkel aus, der Woke-Aktivist ist der neue grosse Bruder: So schwindet die Freiheit. Von Josef Joffe",11367,2021,Das Ich versinkt im Kollektiv,"03/26/2021, NZZ",1.0900428,4.188188,unlabeled
2022-05-31 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,5628,Therapie für alle,Rammstein feiert im ausverkauften Stadion Letzigrund die modernen Antihelden – und jeder ist mitgemeint,5425,2022,Mit dem uralten Rammstein-Hit «Mein Herz brennt» wird scheinbar bereits eine dynamische Grenze erreicht.,"05/31/2022, NZZ",1.3688964,6.1892037,unlabeled
2021-05-31 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,20333,"«Ich bin aktuell vielleicht erfolgreich, aber habe ich es deshalb geschafft?»",,19682,2021,"Wenn kommende Generationen nicht mehr das Gefühl haben, irgendeinem Idealbild entsprechen zu müssen, dann unterstütze ich das.","05/31/2021, NZZ",2.573499,1.8207083,unlabeled
2021-11-25 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,19259,"Unheimliche Brüder, bigotte Schwestern","Die islamistische Muslimbruderschaft und ihre Sympathisanten streben in Europa nach Macht und Einfluss. Offiziell hat niemand etwas mit ihnen zu tun, aber die Realität sieht anders aus. Von Lucien Scherrer",19021,2021,"Einige sehen im sogenannt legalistischen Islamismus langfristig eine grössere Gefahr als in den bärtigen Jihadisten, die offen gegen Ungläubige hetzen und Terrorakte bejubeln.","11/25/2021, NZZ",6.614194,0.69097435,unlabeled
2022-02-20 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Schweiz,German,13049,«Wollen wir eine Gesinnungspolizei?»,,12675,2022,"Trotz Erfahrungen mit woken Studierenden hält er den Horizont an englischen Hochschulen für breiter als an hiesigen Universitäten, wie er im Gespräch mit und Christina Neuhaus sagt Herr Zimmer, Sie haben kürzlich Ihre Stelle als Geschichtsprofessor an der Universität Oxford aufgegeben und sind in die Schweiz zurückgekehrt.","02/20/2022, NZZ",4.1926165,4.8034015,unlabeled
2022-01-30 23:00:00+00:00,TA,Tages-Anzeiger,Kehrseite,German,5103,Stars boykottieren Spotify – das könnte gefährlich werden für die Plattform,,4851,2022,"Sie will verhindern, dass «Lügen verbreitet werden, die Menschenleben kosten»:","01/30/2022, TA",2.6727421,3.9025812,unlabeled
2020-01-19 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,9662,"Sei wach, richte über andere, fühle dich gut",«Wokeness» heisst die gesteigerte Form der Political Correctness. Was taugt sie? Von Simon M. Ingold,9543,2020,Werte dich ab Problematisch ist Wokeness jedoch auch aus anderen Gründen.,"01/19/2020, NZZ",3.955098,1.386731,unlabeled
2022-03-17 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,International,German,7596,Der Mann der grossen Brüche,Oskar Lafontaine erklärt Die Linke zur gescheiterten Partei und tritt aus,7288,2022,Er war Vorsitzender zweier Parteien und verkrachte sich unversöhnlich mit ihnen.,"03/17/2022, NZZ",5.653359,3.2514007,unlabeled
2021-05-07 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,10576,Irgendwann kollabiert das Absurde unter seinem eigenen Gewicht,"Umbenennen, verbannen, canceln: Wohlmeinende Umstürzler sind in Europa am Werk. Wohin das führt, ist abzusehen.",10442,2021,"In China wurden Denkmäler «dekonstruiert», Kulturstätten geschändet, kostbare alte Bücher verbrannt.","05/07/2021, NZZ",4.804858,2.0861063,unlabeled
2017-06-05 22:00:00+00:00,TA,Tages-Anzeiger,Kultur & Gesellschaft,German,8100,"Revolution, Rave und Ritalin",,7748,2017,"Es ist eine Spielerei, die einen ins Grübeln bringt, wie viel daran wohl wahr ist und was es über einen selbst aussagt.","06/05/2017, TA",1.896812,2.9889748,unlabeled
2019-04-09 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,International,German,5032,Die laute Minderheit probt den Aufstand,Die Debatte um Joe Biden in den USA beleuchtet die Zerrbilder der sozialen Netzwerke,4838,2019,"Selbst Peggy Noonan, die graue Eminenz der konservativen Kolumnisten, mahnte im «Wall Street Journal» mitfühlend:","04/09/2019, NZZ",5.0487275,4.548068,unlabeled
2021-05-31 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,20333,"«Ich bin aktuell vielleicht erfolgreich, aber habe ich es deshalb geschafft?»",,19682,2021,Wieso auch nicht?,"05/31/2021, NZZ",0.2525479,4.688938,unlabeled
2020-01-19 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,9662,"Sei wach, richte über andere, fühle dich gut",«Wokeness» heisst die gesteigerte Form der Political Correctness. Was taugt sie? Von Simon M. Ingold,9543,2020,"Hatch bleibt versöhnlich und beruft sich auf das, was jenseits von vorsätzlicher Ignoranz, Respektlosigkeit und oberflächlicher Etikettierung liegt: einen unvoreingenommenen, sachbezogenen Diskurs, in dem das bessere Argument neidlos gewinnt.","01/19/2020, NZZ",2.482317,1.5224726,unlabeled
2022-12-26 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Meinung und Debatte,German,9484,Böse alte Welt,"«Woke» Westler werfen früheren Gesellschaften vor, anders zu denken, als wir es heute tun, und waschen die Vergangenheit weiss. Präsentismus heisst das Phänomen der Geschichtsklitterung. Zivilisierung aber heisst, aus Fehlern zu lernen. Von Viola Schenz",9370,2022,"Dass er von dieser Neigung Gebrauch macht, sobald sich eine Gelegenheit bietet – siehe Putin.","12/26/2022, NZZ",6.453885,4.4220004,unlabeled
2021-07-21 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,9790,Schwer schnauft der sterbende Elefant,Im Berliner Humboldt-Forum bleibt man die Antwort auf die postkoloniale Debatte schuldig. Von Johann Michael Möller,9686,2021,Man hat das Thema Elfenbein («Schrecklich schön.,"07/21/2021, NZZ",1.5487883,3.8840508,unlabeled
2021-10-13 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,International,German,12366,Im Herzland der AfD,Nirgends ist die rechte Partei so stark wie in den ostdeutschen Bundesländern Sachsen und Thüringen,12214,2021,"Der überstürzte Abzug aus Afghanistan und das Verhalten der «Altparteien» bei den Hochwasserkatastrophen in Nordrhein-Westfalen und Rheinland-Pfalz hätten Staatsversagen offenbart, sagt er.","10/13/2021, NZZ",6.061915,3.038377,unlabeled
2021-03-14 23:00:00+00:00,TA,Tages-Anzeiger,Kultur & Gesellschaft,German,9913,«Ich verstehe die Wut»,,9716,2021,Wir verändern uns ja ständig.,"03/14/2021, TA",1.2584789,2.6874788,unlabeled
2021-06-17 22:00:00+00:00,TA,Tages-Anzeiger,Kultur & Gesellschaft,German,9456,Sie kann nur verlieren,,9105,2021,Du sollst Erfolg haben,"06/17/2021, TA",0.3979684,3.791594,unlabeled
2022-02-16 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,9937,«Antirassismus ist zur Religion geworden»,"John McWhorter sagt Dinge, die man nicht sagen darf. Auch dann nicht, wenn man, wie er, schwarz ist. Von Thomas Ribi",9823,2022,"Und das heisse: keine Revierkämpfe zwischen verfeindeten Gangs, weniger Väter würden im Gefängnis landen, weniger Söhne ohne Vater aufwachsen, und wer sich den Lebensunterhalt nicht mit dem Verkauf von Drogen verdienen könne, müsse sich einen legalen Job besorgen.","02/16/2022, NZZ",2.0662084,2.2742772,unlabeled
2022-08-01 22:00:00+00:00,TA,Tages-Anzeiger,Meinungen,German,5144,Wir erleben eine groteske Sprachreinigungswelle,,4992,2022,"Viele Jüngere wissen nicht, dass sie einst mit ihren Bestsellern, darunter das Monumentalwerk «Ursprünge und Befreiungen, eine dissidente Kulturtheorie», im deutschen Sprachraum zu den Begründerinnen der feministischen Philosophie gehörte – vergleichbar etwa mit Simone de Beauvoir in Frankreich.","08/01/2022, TA",4.2563224,0.8216335,unlabeled
2021-05-07 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,10570,Irgendwann kollabiert das Absurde unter seinem eigenen Gewicht,"Umbenennen, verbannen, canceln: Wohlmeinende Umstürzler sind in Europa am Werk. Wohin das führt, ist abzusehen.  Von Josef Joffe",10442,2021,"Nun hiess es: «Ächtung der perfiden, konterrevolutionären Schreiberlinge und Verbreitung des korrekten Schriftguts.»","05/07/2021, NZZ",4.215623,3.008923,unlabeled
2021-12-12 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Medien,German,8279,Die «New York Times» schreibt ihre eigene Geschichte,Wegen Einseitigkeiten und Halbwahrheiten steht die renommierte Tageszeitung in der Kritik,8002,2021,Ashley Rindsberg aber gräbt auch kaum bekannte Vorgänge aus.,"12/12/2021, NZZ",4.532715,5.1989064,unlabeled
2021-03-05 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,9909,Die Krise schafft die schönsten Lieder,"Musik ist eine geduldige Therapeutin. Sie lässt sich Zweifel, Hass und Kummer gefallen – und profitiert gar davon.",9800,2021,"Wer einen Song schreibt über sein Leiden, beruhigt sich in der Form und schafft Distanz.","03/05/2021, NZZ",0.9219428,6.015588,unlabeled
2021-04-18 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Medien,German,11869,«Aktivistischer Journalismus ist langweilig – aber er macht süchtig»,"Der Reporter und Autor Matt Taibbi zählt in den Vereinigten Staaten zu den bekanntesten Kritikern der etablierten Medien. Im Gespräch mit Marc Neumann rechnet er mit seinen Kollegen ab – und zeigt auf, wo noch Publikum zu gewinnen wäre",11599,2021,"Die neuere journalistische Schule, die Sie ansprechen und die sich gerade durchsetzt, schreibt zwar ebenfalls in der ersten Person und subjektiv – aber in anderer Absicht.","04/18/2021, NZZ",4.535796,3.949188,unlabeled
2022-09-12 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Meinung und Debatte,German,8956,Was bedeutet eigentlich «sexuelle Identität»?,"Gender-Aktivisten krempeln mit Vehemenz die Sprache um. Dass wir dabei den Durchblick verlieren, ist gewollt. Gastkommentar von Rieke Hümpel",8672,2022,Was wäre aber hier die beste Verteidigung unserer auf klarer Verständigung und Aufgeklärtheit beruhenden Gesellschaft?,"09/12/2022, NZZ",2.9293356,1.3757222,unlabeled
2021-10-05 22:00:00+00:00,TA,Tages-Anzeiger,Kultur & Gesellschaft,German,6806,Ist James Bond wirklich am Ende?,,6514,2021,Allenthalben wird nun über den kühnen Zug und die allgemeine Bedeutung der James-Bond-Filmreihe diskutiert: eine dramaturgische Entscheidung als öffentliche Debatte und Tischgespräch – grossartig.,"10/05/2021, TA",2.6024024,7.3704467,unlabeled
2022-11-15 23:00:00+00:00,TA,Tages-Anzeiger,Kultur & Gesellschaft,German,10664,Ein Theater für die Woke-Blase?,,10190,2022,"Soll die öffentliche Hand ein progressives Theaterhaus subventionieren, das als woke gelten kann?","11/15/2022, TA",2.2449918,5.6883407,unlabeled
2022-12-26 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Meinung und Debatte,German,9484,Böse alte Welt,"«Woke» Westler werfen früheren Gesellschaften vor, anders zu denken, als wir es heute tun, und waschen die Vergangenheit weiss. Präsentismus heisst das Phänomen der Geschichtsklitterung. Zivilisierung aber heisst, aus Fehlern zu lernen. Von Viola Schenz",9370,2022,"«Wenn wir die Geschichte verkürzen oder formen, um zeitgenössische politische Positionen zu rechtfertigen, statt über sie zu informieren, untergraben wir nicht nur die Disziplin, sondern bedrohen auch ihre Integrität.»","12/26/2022, NZZ",3.5529177,1.757735,unlabeled
