text,x,y,label
terrible you have put food prices up astronomically but nearly one year later you still haven't invested money to fix the escalator at Burnley branch https://t.co/ugtI84UcIg,5.450175,-0.52423143,unknown
@sainsburys thanks 4 leaving me &amp; another customer standing at kiosk while nobody served us we both left the store. Should have used tesco,1.6032739,1.7705835,unknown
Not sure I've ever seen something so counter-productive as your Cheapside store doing food bank donations by not having basic &gt;,5.7474895,-0.58351547,unknown
When you do a  survey and at the very end it tells you your answer is not valid in the ‘name’...that..#putinsomethingnotgreatanditdoesnotlikeyou #onlygoodcounts,4.6321163,3.256275,unknown
hi - my train is delayed and might miss my delivery 😢 is there any way I can check where the driver is or ask them to wait 20 if I'm not there?,-0.39553306,1.4367279,unknown
Enjoying my strawberries this morning until I picked this one up 🤢. This is why being healthy ain’t good.  https://t.co/OFcns8fGux,7.937159,1.7937675,unknown
Yummy fresh food in  today https://t.co/am88ifFY41,7.2323775,-0.31344897,unknown
"excuse me? I've chosen what exactly? I'm a delivery saver customer, what is this? https://t.co/ExLQazeA8p",-0.06526453,1.3651443,unknown
"Hi guys, please tell me this’ll on the shelves again soon? 🙏🏻 https://t.co/YOtp8wB7Wp",3.913491,0.58816075,unknown
Ordered 6 bottle wine to collect from Skipton 12 -2 today. Paid extra for time slot! Only 4 bottles there? Why wasn’t I informed before? When will I get complete order? Wasted journey to Skipton!,4.236993,-1.0505253,unknown
my fire emblem warriors preorder from tesco direct has not been dispatched. Why is this?,-0.30177808,0.654658,unknown
bought on Sunday 29th...opened Tuesday 31st and it had turned badly...surely it shouldn't be like that. waste of £5.50 https://t.co/zo04WZ0P49,3.2225053,0.47124395,unknown
Sad to see  has sacrificed womens sportswear in the #sheffield stores for xmas stuff. Clearly we need Santa hats more than fitness 🙄,5.1207776,1.4588535,unknown
"This is getting ridiculous how  I rang on the 12th November ask for a refund as I no longer wanted my shopping, I expected it last week, I then rang up on Monday morning to find out that your staff hadn’t even processed it they forgot, it’s now Wednesday and I WANT my refun",0.5685438,1.0602905,unknown
@31019 ooooh been searching everywhere @117249  &amp; finally found it in @Morrisons #HappyFamily https://t.co/exymkGePoe,4.611178,3.4694178,unknown
do you think this is acceptable? https://t.co/55mLpLY0e8,4.9477816,3.735013,unknown
please that sh1tty old garlic you sell in the shop. https://t.co/0ADrHqC8ls,7.956931,0.37951607,unknown
@556973  are absolutely useless! Ordered a wrap and chips to take out and they only give me the wrap and I waited about 15 mins 😡😡😡,6.182136,-0.025393317,unknown
Owww  - This product #ButchersChoice has not been available at grocery online for months!! Loving the #substitution offered haha. To think #Tescos are paying money to have a website ‘not so’ up-to-date!  Not sure which my dog would enjoy more - the food or the squeaky toy. https://t.co/6MQn2djmjL,6.0230327,-0.45961413,unknown
I have been trying to order my Online Shopping for 4 days and the payment page keeps saying ‘An Error’ - Can you help?,0.26204914,-0.49319297,unknown
". - you have ignored 3 of my tweets, with regards to my enquiries about cruelty-free Christmas alternatives to dead birds...",4.683263,3.6990335,unknown
any reason why we can't book any delivery slots between 30/10 - 19/11? think website's broken but an inconvenience regardless,-0.7661476,1.0425538,unknown
"just had a home delivery which was some missing some items which should have been delivered, what should I do?",-0.41564828,1.3667076,unknown
"proud to show: even though my brocolli is ""past it"", caterpillars can still survive through growing and processing of your veg #fresh https://t.co/p00YwvV2eG",8.449612,0.6887497,unknown
"Your removal of the ""shopping list"" feature in the Tesco site redesign was a terrible choice. It was so convenient to find things!",0.8237882,-1.5816197,unknown
"hi, my order was booked for 8-9pm tonight but hasn’t arrived + no text from the driver. Can you help track it down/ give me a new ETA? Thanks!",-0.41656625,1.1521585,unknown
hi when will we receive the new clubcard statements for this year,-0.9686114,-0.65174854,unknown
Use    Only if you want  to undermine Scottish food and drink producers and denigrate Scotland's food standards through association,5.752397,1.3269297,unknown
"when is your website going to be fixed, I've been trying to book a delivery slot all day... very frustrating",-0.6372664,0.9431076,unknown
"Lost clubcard during house move, now can't access account online to change address and order a new card. HELP PLEASE!!",-0.9781179,-0.38073704,unknown
"@tesco What are you doing about groceries website?  Tons of complaints on here but replies just say change in ""near future"".  When is that?",1.0781372,-0.80966216,unknown
"Pure heartbreak that is cutting in to a ""ready to eat"" avacado and it not being so ready 2 eat when ur hungover - thanks 4 nothing",7.636639,-0.118022464,unknown
Please could you clarify whether your Turkeys this year are being bought from the two sisters food group? Lee,7.4696374,-1.6454732,unknown
"bought 30 mins ago from Brighouse. Nice and fresh, cheers lads. https://t.co/3YgzkAFgMU",3.7499552,0.29626143,unknown
we ordered shopping with you and you came and refused to give it us because we are not 18 apparently when we are. Going to @117249 now,0.96406436,1.4244229,unknown
why is there a hair in my Cherry Bakewell? https://t.co/X90oLG8D5F,7.796133,1.1374285,unknown
omg in a loop trying to check out - re enter payment info &amp; delivery details and try again - help,0.15711637,-0.33037427,unknown
"RT @716406: Tesco brings back Italian New Potatoes for the seventh year 

 #potatoes #recipes #retail #It… https://t.co/k9s44Nl9Bn",6.804809,-0.7840496,unknown
"I was in  just now getting a few bits and stopped to check my phone. Was then almost yelled at aggressively by the security guard ""you buying anything then"". Not sure me Checking my phone next to the tea deserves that level of customer service. #disappointing",1.6275115,1.8809528,unknown
"if you aren’t going to keep soup in the canned food aisle, then it should have its own sign, not under Pasta when it’s 70% of aisle. https://t.co/VtspECn3jx",8.140774,-0.4753895,unknown
so many short dates on shopping tonite. Do u know something we dont Tesco Taunton? #apocalypse #saturday #saveyourselves #dontstockup,3.2933016,0.78379494,unknown
Sad times when the cat gets better mail than you. A sample of new @20476 from  #ionlygetbills #wheresmytreat 😂 https://t.co/1m63RhR2ek,4.9299345,0.25272322,unknown
just opened this to find no spoon... https://t.co/BY7qYzHDRf,6.83965,0.7545858,unknown
why do your self service tills give your 15p change in only coppers? #everytime Politely asked checkout person to change but refused,1.3097857,1.0767756,unknown
You’d think a major company like  would be able to get someone to translate SELs correctly  (may I recommend 东方食物)😉 https://t.co/FPeA7lZrKz,4.646344,2.82579,unknown
Surreal hour. Saw 2 shoplifters leg it from Vapes shop with manager in pursuit. Got home &amp; large  delivery in kitchen. Wrong house!,0.4976692,2.5127163,unknown
Hi trying to make an online order with a voucher you've sent but it's not working. Can you help?,-0.013251607,-0.25285962,unknown
Sweet &amp; cheap #Christmas advent calendars  89p #ChristmasCountdown #ChristmasDecorations #ChristmasSpirit https://t.co/XaNY32Qfgo,5.163269,1.32691,unknown
"@120938 Hi, Tesco credit card. Is there a way to check that it is linked to my clubcard? Think I gave number when applying, not sure.",-0.7543612,-0.51057696,unknown
sheerness currently employing the more rude arrogant lazy girl known to man. Everyone there was annoyed by her. #purplehairdontcare,1.5830247,2.4587562,unknown
,4.8026776,3.0389404,unknown
Not the most appetising onion in my delivery today! https://t.co/v8Eq7X7SdG,8.172745,0.37589458,unknown
"Any particular reason you stopped selling 2litre bottles of @301187 ?
I'd rather buy it with my shop than from anotehr shop",4.214593,0.06557309,unknown
"Congratulations , your choux buns actually taste like shoes https://t.co/9ZXFKTRPYk",6.7847095,0.7150587,unknown
Sort your customer care out ASAP😠 Making poorly customers more ill DISGUSTING,1.3415858,2.3298733,unknown
please tell me my fear is unfounded....went into my local store with a view to getting a couple of bottles of @1999 #RoadCrew beer but couldn’t see them (got some yesterday)....they haven’t been cancelled have they??? #Beer,4.6670413,-0.22113788,unknown
Hi - I’ve been overcharged for item on promotion. Charged full price. Do I go to customer svce with my receipt?,0.9881684,0.1621369,unknown
Getting a bit sick of having to go out and get what @tesco don't deliver on the home shopping,1.729486,0.7045166,unknown
planning an office party- is your easy entertaining range all ready to eat/ no cooking required? #quickquestion #nooven #help,7.348559,-0.5824465,unknown
"Hi  
I’ve just done a bit of trolley tidying for you on the lower level car park at Cradley Heath. 
Sadly too many lazy customers use that central path as a trolley park, and it was blocked so pushchairs/wheelchairs couldn’t get through.

#PayItForward",2.7818127,2.9771073,unknown
my home delivery was due between 3 and 4 but no sign of it. Who do I contact?,-0.46570787,1.3707291,unknown
"Imagine going to  to buy something and being refused a sale because there wasn't a certain member of staff in, really?",1.4476476,2.3389158,unknown
"This came in my shopping Tues. Had fajitas last night, went to open this but it's already openso couldn't eat it 😬. Shall I return? https://t.co/9AMHYQ81uk",8.018763,0.09642159,unknown
"@tesco I can’t find an email address for your Sale, Cheshire store so I can offer feedback of a recent visit.",1.8028032,0.35232428,cat2
@117249  @sainsburys Dear supermrks. Always get asked if I want my receipt. 9 /10 it’s a “no”. It still gets printed tho. Sort that out,0.91402626,0.63962394,unknown
when will you be stocking the Christmas sandwiches?,5.345743,-0.14124267,unknown
Waist of time ordering with  never delivered anything I wanted blooming useless. 😠,0.08316583,1.5625846,unknown
"Disappointed by all the Christmas adverts I've seen so far - Tesco, John Lewis and M&amp;S. Just watched the Debenhams one now and don't like it either 😩too soppy for me. Praying @sainsburys pull it out the bag like last year 🤞🏻🎄✨",3.851845,1.6050005,unknown
knightmare today. You phoned 45 minutes befire our delivery today to tell us its cancelled and cant get a delivery. £10 is NOT adequate compensation.,0.23517522,1.4120213,unknown
I'd love to know the secret of how you managed to completely remove the flavour of the Finest Wiltshire Crumbed Ham I've just eaten.🤔,7.4499564,-0.6003662,unknown
I have been reading on a facebook page that most of your meat products are halal. Can you please put the record straight on your labelling of these meat products?,7.2423863,-1.730838,unknown
Come on  half 11 and I’m still waiting for my 9-10pm shopping!!! 😤😤,-0.3433369,2.0273166,unknown
When you find the perfect pair of jeans but not in your size online or in store  #letdown #sad,3.3761792,0.9474658,unknown
"Why are you reducing to clear Pepsi Max 2L bottles in Catford superstore, always low stock normally. What’s replacing?",4.248681,0.21145,unknown
"Hi,  I seem to have gotten the Fairy power bank instead of the Unicorn one which I ordered for a gift however After going back to review your website I feel I might be 50% at fault here 😂
#IShouldHaveReadItProperly https://t.co/38PcI9RIYl",4.2614655,1.1127969,unknown
"Hey , it's pretty poor when  a branch in a major rail hub (Bham Grand Central) has no food to go at 7am on a weekday, don't you think?",5.5387936,-0.58883566,unknown
Prawn salad? 100g of 380g is inedible tough carrot. For the price it is a disgrace. And prawns were sparse too. https://t.co/jmciC7AqP6,8.208182,0.12777941,unknown
@326881 Any word on your preorder? Mine still isn't posted by @tesco,1.439741,0.23570737,unknown
My chicken from @tesco is still in date but it smells and is green? What's that about? @tesco https://t.co/gsnBNOgAmk,8.101981,-1.2379214,unknown
Let's get one thing clear. These are hideous. 22 people in my office agree and many have been scarred for life. Make them no more. https://t.co/LTJbz9oetR,4.9824123,3.8340783,unknown
"Dear : Now that you train your checkout staff to ask customers if they want a #receipt, PLEASE can you program your tills NOT to print one if customer says no? At the mo, receipt prints anyway &amp; staff throws it in the bin. No #recycling gain and also risk of #databreach !!! https://t.co/9OFyiLnNWh",1.209136,1.0637927,unknown
Cardboard Gangsters DVD is sold out in  ballybrack. Please sort it out! Thanks Tesco!! https://t.co/PEvrKiX3cy,2.6634464,0.19394515,unknown
Hi I'm doing a research about Tesco company and I'd like to know how the organization review and monitors it's customer service,1.0382155,0.8910919,unknown
there's a purple rubber glove finger in my salad! https://t.co/fPCmNPzK89,8.255854,0.017229209,unknown
@tesco so another order with Schweppes Slimline Ginger Ale substituted so returned.  Driver wished me luck for getting it on next order he's so used to it being sub'd.,5.127073,0.06167573,unknown
"mum bought these leggings (£10 for a pack of 2) &amp; she realised that they hadn't removed the security tag and as she was gonna wear them, she had to remove it herself, which made a hole.

What can she do? https://t.co/vfnt8155qz",3.3694139,1.0114561,unknown
wondering if you can help please with this item that has ‘gone off’ before the use by date? It’s been refrigerated since purchase. https://t.co/QEhJE9ECWI,3.8178499,0.421593,unknown
"Some kids have stolen a trolley from Annfield Plain store, seems they're using it to move wood for bonfire.",2.840243,2.880625,unknown
"riding my cycle from work to my car,Tesco van reg: BT65HMG VAN NO:164 attempts to (on a very narrow road) over take me. Unable to, opens the passenger window shouting out profanities and steering the van into me nocking me off! And drove off!!😡😡😡",1.9998794,3.501495,unknown
any chance you’ll put fruit in the £3 meal deal. Just been in and you can only have chocolate or crisps neither of which I wanted 😥,6.6791735,0.2726715,unknown
"Today I bought a bag of 3 bell peppers from Manchester Market St Tesco, and as I sliced into one, I was disgusted to find a dead moth, &amp; what seems to be other shell like remains. Here are the photos.  https://t.co/8PD7XvfhJy",8.354694,0.679122,unknown
what would happen if I refused to accept this type of packaging from supermarkets? I could just leave it at the till &amp; take the food! Maybe they'd stop using so much of it @AldiUK  @sainsburys @117246 @Morrisons #BluePlanet2 https://t.co/r28hw0NFL8,4.240366,1.6032429,unknown
"you have a very angry customer, your staff should know that a receipt means the goods have been paid for, the assistant should not need to check the last trans in the till. Wood street Cardiff. #EpicFail",1.38543,1.7800704,unknown
"both 157g both £2
Why is one £1.28 &amp; other £12.74 per 100g https://t.co/bxuKI7hFbD",2.7841659,-0.036722764,unknown
"why is it that size 6 pull up nappies are constantly out of stock at your Sandy store. Even when the ticket says they'll be in on next delivery they are not, been like this for months!",3.2004893,1.2767466,unknown
"Yeah, sorry but grocery shopping on your site is unusable. I'll use @sainsburys You should seriously have a word with your web devs.",1.0904641,-0.8240094,unknown
Smooth? https://t.co/oK1j0j7QxU,4.962386,3.5535488,unknown
a third week of online shopping being painfully slow and crashing half way through. Is there any sign of this being sorted soon?,0.55585355,-0.8109234,unknown
"@tesco re xmas delivery slots, could you be more specific than ''early hours of sunday' what time are they available?",-1.4965869,1.2090191,unknown
Delivery!  Shame on you guys for repeatedly sending expired and spoiled products! https://t.co/rIiGS0U6yh,0.81182384,1.7106483,unknown
I found a FROZEN FLY in your frozen minced beef tonight. Makes me queasy. https://t.co/TyUKEmHj3I,7.8282294,-0.8944457,unknown
"bought a lovely shirt dress, after the 2nd time wearing it to work it has began to fray/rip!",3.4326105,0.876775,unknown
I bought a Christmas jumper in store last week. Took it out today and the security tag is still on &amp; I've binned receipt. This has happened to me 3/4 times in the last few weeks with your store 😡,2.803515,0.99201304,unknown
? https://t.co/klfgHaIZid,5.0380373,3.5344777,unknown
@127893 @127894 @141503  @sainsburys  @155473 who has an xboxoneX that i can pick up today in a store in or in between Reading or Oxford UK?,2.2283473,-0.8256075,unknown
why is there not a seperate queue. How is it customer service if there is not a dedicated customer service queue. It's a misnomer,0.945571,1.4483863,unknown
Woolwich sort your travelators lifts and parking machines out. Queuing to get out of shop not good cust  service #Tesco #badservice,2.3510153,2.6203718,unknown
"Oi, @sainsburys &amp;  pls can you start selling better vegetarian food? We've got our own tiny section in each &amp; imo its not good enough",6.799518,-1.403469,unknown
"Bargain hunt up  Congleton tonight. Bread at 16p a loaf,  could fill your house!!! Amazing. Well done Tesco. Every Little Helps...Zzz!",5.596376,0.16763139,unknown
Just had excellent customer service from a lady who called herself Auntie Trish from Tesco customer services. Made my day. Well done Aunti Trish!,0.8883056,3.4704762,unknown
Bought a yoghurt from  yesterday and it’s 10 days out of date!!!!!!!!!!!!!! How is that even possible,6.794746,0.14710847,unknown
"it was bad enough that my delivery came late, but half of my shopping is missing!!!",-0.18852551,1.8109907,unknown
how long does it take for your system to update and get deliveries to new build please?,-0.6145489,1.226462,unknown
where are all the fish? This is what's happening in the ocean. #overfishing #oceans https://t.co/Wtv4puxRdN,7.281721,-1.0568038,unknown
May I politely request that the Boston Branch of Tesco starts selling Blackberry and Apple Nutri-Grains again?,1.5857115,0.26595655,unknown
very interested in your Eco Active range but can you confirm that the product &amp; it's ingredients have not been tested on animals #crueltyfree,5.0379033,0.6409083,unknown
I shop in the Langport branch. The Lacto free yogurts made by Arla have been replaced by a Tesco own brand Lactose free which do not taste half as good. I will not be buying them. It's a bit cynical removing the Lacto free ones all together. Can they stock them again?,5.928149,-0.8705593,unknown
Two consoles over the last couple of years ordered from Tesco Direct  both failed to arrive on time/broken orders.,0.5891367,0.40332627,unknown
imagine having no pumpkins the night before Halloween. Only need to get it right once a year #ruinedmyyear,6.1934385,2.5961063,unknown
do you know if the new bubble and squeak sandwich is in the worksop Tesco???,6.3574123,-0.42451715,unknown
why are all of the normal advent calendars unavailable in store and online? Will they be available anytime soon? https://t.co/h7EK0GclWR,4.973134,0.47666818,unknown
Get a grip  #blackheathhill no prices on anything as they’re on ‘offer tomorrow’ what about today? It’s peak time? Rude.,3.2188768,0.18173473,unknown
"Dear , you might want to check this translation again in your Tesco Extra in #Cardiff, close but completely different...🤔😬  #Cymraeg https://t.co/7xLzmjH6bH",4.6041365,2.759801,unknown
Not impressed  - both packs of your tenderstem broccoli spears have turned yellow and still in date! https://t.co/QLzzyirmtr,8.14691,0.821091,unknown
Can you help please?  Have added 3 for £10 and yet your site is stating that the offer is incomplete. https://t.co/reJGbDA4gD,2.1170962,0.1262022,unknown
Just had  delivery noisily rearranging his van outside our house for nearly 20 mins - we don’t even shop there. Park where you deliver,0.66276526,2.5364318,unknown
taken today in my local store... (not the first time I’ve found stock past the use by date) https://t.co/QJWQq96Itb,3.7051988,0.44137874,unknown
"don't you mean ""cancelled""? #neverusingtescodeliveryagain https://t.co/ndC2uhOgqg",4.635251,3.3407815,unknown
Just went to make my lunch for tomorrow and found my @142381 #KitKat 2-finger 9-pack bought from  #Eastleigh today was completely sealed but only had seven bars in it! Now gonna have to make an inconvenient trip back to get them exchanged 😔,4.04426,1.020089,unknown
"Very important question, does your Tesco near Piccadilly have pic'n'mix? Or is there one near by that does?",3.7891502,-0.22019431,unknown
Our family is quite gutted you don't sell those massive rectangular pizzas anymore. They were our fave... Any chance they'll come back? https://t.co/YBkwuKSXTy,6.673572,-1.132126,unknown
"Bravo to , your Tesco’s Own Vegetarian food is all really nice. 👍🏻🥒🥦🥕🌽",6.7976146,-1.1338558,unknown
are there issues with your website? It won't accept my payment card that I use every week,0.29399973,-0.4543459,unknown
@255922 this is about my 5th complaint now of your self service checkouts not working for Tesco pay plus &amp; staff aren’t trained,1.1788551,1.3912271,unknown
"hi, I'm wanting to order a toddler bed on your website, do you offer Saturday delivery? All I can see is standard or next day, thanks",2.3452349,1.3603462,unknown
groceries delivered this morning No petrol voucher! Just been told it will be posted in 7-10 days!! Not very helpful when I need fuel,1.4262755,-0.26857707,unknown
Hi.  Power cut in Hall Road store in Hull this morning 11am.  Emergency lighting in gents didn't work and toilets were plunged into darkness.  Can you please address this issue.,2.383182,2.4487722,unknown
how annoying......time to visit one of the others https://t.co/oocJRJD0cW,4.3508363,3.4961076,unknown
oh dear I’m still waiting to get my TV four days after the promise of delivery. Apologies no use if not followed by action,-0.1575241,1.5109111,unknown
received my 1st .com grocery order today. Top marks to the Delivery man. Fantastic customer service #tesco #ashby #fabdeliveryservice,0.5359995,3.1667964,unknown
@62758  late night sandwich featuring some egg shell? 🍳 #tesco https://t.co/9qCxNhweyy,7.4600544,-0.52381384,unknown
"First time shopping at  Ulverston since last disappointing visit, even worse this time! Will be avoiding for the foreseeable future!!",2.0811384,0.8915527,unknown
"Look at this scrumptious lasagne made with leftover cheese twists donated by . We want more local supermarkets to help in our war on #foodwaste!
@25230 @25231 @117246 @sainsburys @117244 @Morrisons @AldiUK @117250 @136881
#NW5 #KentishTown #Camden https://t.co/A07XpU4Qu7",5.873211,1.5501559,unknown
not expecting to have to repair a puncture on the first time of using air bed. Guess I’ll be sleeping on floor then... https://t.co/941rvxi1us,3.9592419,2.419229,unknown
Hey  your Peppa Pig magazine competition isnt working!! 🐷🐷👎🏻👎🏻 https://t.co/VBoO3dRh42,5.2173276,3.5251215,unknown
que no se vuelva a repetir me oyes???????????!!!!!!! https://t.co/uHF0RVAHIg,5.010369,3.4875257,unknown
"@morrisons 2/2  when I worked for Tesco's they would of faced up the space with anything rather than leave it like that, supplier problem! https://t.co/ZPJJ4W0iwQ",2.9095416,1.4591745,unknown
"@tesco

'...no suitable substitute was available'

For a bag of frozen chips?

Are people stockpiling? Is the end nigh? Should I have bought white paint to deflect the blast?

Or couldn't picker-Pauline be arsed to walk the aisle for a bag of croquettes?

Pffff.

#LazyBastard",6.602363,-0.04513435,unknown
"Hi Tesco, your online grocery store has stopped working half way through my shop, it keeps giving me the error page. Many Thanks",0.6815009,0.012607667,unknown
"Please support our Street Talk youth projects with 's #BagsofHelp public coin vote at Dorking, Gatwick &amp; Horley stores until 31 Oct https://t.co/ojUPdu2Liv",5.0168085,2.4691162,unknown
the number 12 bus that services teborba way in Southampton is being stopped by first bus.   Please petition first bus to reinstate service.  Your customers rely on this bus.,2.7663758,3.040872,unknown
#mealoftheweek : Looking forward to trying this Butternut Carbonara from  https://t.co/EMtZlF8y4S,6.748228,0.6944617,unknown
Are there plans to allow the use of e-codes on Tesco Groceries online?,0.89612323,0.37890524,unknown
Just been  to get the #GloryDaysPlatinumEdition but they havent got it in yet!! 😩😩 im fuming! 😣 -Nathan 💛 https://t.co/3KWbWAwWZC,4.754734,3.3507898,unknown
"no damage caused, but ask your staff in the chicken factory if they would like their false nail back 🐔🐔 #CastlereaghRdBelfast https://t.co/F0OBj9NgQ4",8.002107,-1.2281663,unknown
https://t.co/tLLr4FaLXE,4.9682736,3.7307749,unknown
last time I checked spinach doesn’t look like it just fell off a tree? 🤔 #theresaleafinmyspinach https://t.co/RNzNyOALtt,8.321653,0.55052805,unknown
sending me a faulty laptop then refusing to replace it because the price has gone up??? Not our fault,0.7847557,-0.14848252,unknown
your price match is rubbish as you haven’t matched @Morrisons forthglade dog food price of £1 Staff talk rubbish too when asked!,2.3171895,0.7574826,unknown
"just set up a delivery saver plan. However on doing the order, the order has not changed the amount on delivery charge?",-0.11277755,1.0276419,unknown
I'm sat here waiting 2 hours after the requested delivery slot. No clue if it's going to arrive. Totally unacceptable #tescodelivery,-0.17877023,1.572865,unknown
have you stopped selling water wipes as my local Tesco extra has not had any for a few weeks,3.8932877,0.8080902,unknown
"Want to have all the inconvenience of shopping with none of the expense? Spend 90 minutes scouring every label in  after double checking they accept Apple Pay, to find there’s a £30 limit they’d not mentioned. Dump everything. Leave and never return.",1.3382227,0.36250144,unknown
"hi, found a very off putting 15cm long hair in a chicken &amp; bacon club swich bought from Tesco petrol station nr Haslingden on Thurs.",7.4272823,-1.2238616,unknown
Thanks  but I don’t think I’ll be using the lemon that was delivered in my shopping tonight. https://t.co/4R6h6bc0kJ,6.9310837,1.445148,unknown
waiting to collect a parcel now for 20 minutes from your customer service desk. It’s the run up to Christmas. Stop being so tight and put more staff on!! Called for staff 4 times and the poor girl is still on her own #Stretford,0.8629636,1.930964,unknown
is your groceries online site down? Was half way through order now won't load.,0.88070947,-0.981502,unknown
new grocery on-line website is a nightmare!V slow &amp; the search bar doesn't work.considering moving to another supermarket!!!Help!,0.896345,-1.1578172,unknown
hi. I’ve got a PS4 game ordered to be click and collect today but it’s still saying “being processed “ and I haven’t heard anything?,1.840704,-1.1529014,unknown
bought these from you a few days ago? https://t.co/1BOht39USS,4.336557,0.5127182,unknown
"Let me revise this list for you:
Tesco 
Asda
Morrison’s 
Lidl
Sainsbury’s
Sinking sand
Mud slide
Co-op https://t.co/CQTKcCbT83",4.5608697,2.1951058,unknown
So  have changed their Chinese chicken curry recipe 😭😭😭 it’s not the same.,7.8190637,-0.511644,unknown
am I right in saying delivery is only happening on 24th Dec around Fulfillment Centres? Mainly London? I've booked for 23rd hoping 24th isn't happening in nottm.,-1.3718442,1.1731716,unknown
Please read and learn. Thanks. https://t.co/G8tbcPchwi,4.8982363,3.7024322,unknown
@tesco this crumble pie off the bakery has been in the oven 15 mins and still not edible. Are they meant to be ready to eat? https://t.co/hQNKIfkTx6,6.9294147,0.18324377,unknown
this makes me sad!!! I wanted to cook them tonight :( https://t.co/DFx4K6gmiJ,7.309537,-0.07918331,unknown
"how convenient, YET AGAIN anything worth buying on Tesco Direct mysteriously goes out of stock the day before the 20% staff discount",1.6631576,0.91307074,unknown
"..when you have parked in daylight. My daughter said it was same on 1.11.17 at 7.15pm. Not safe, esp for lone women 3/3 https://t.co/9H4K5ThDxE",2.5528421,3.129551,unknown
um babes where is your gnocchi please? Can’t find any instore &amp; only online version is free from..,6.172551,-0.3087188,unknown
I had the best ever customer service experience @58410 Sevenoaks store due to Tony+Mars.Tony has ensured I'll have 1 happy girl @97994,0.61759466,3.5097778,unknown
"Hi  , I can’t help but feel I’ve been had a little here. All the stems bar one have been snapped off. 🙁 https://t.co/ntX6tH6QKG",4.473811,3.180834,unknown
Eeeeeeee  on watvetree road still have the s*n 😐 https://t.co/y4gJ3tqa44,3.4351053,3.2938285,unknown
Hey @117249 &amp;  neither of your stores in Ayr have any wellies in stock for boys with size 1 or over feet typical hundreds for girls ☹,3.2029428,1.0613288,unknown
do you have any plans to have either of these in your Swindon stores?! https://t.co/8rArXXRjc8,4.255326,0.36682954,unknown
Training required  fish counter.... #squid #not prawns https://t.co/PHPUX50HEU,7.246845,-1.0837286,unknown
Hmmm I spy something missing here  #5insteadof6 https://t.co/rXvhdh0CZF,4.7897067,3.4107218,unknown
still ignoring needs of bus users at #Harden green store - no glazing in bus shelter for over a year. https://t.co/pAsFD9GTaa,2.7882738,3.295759,unknown
I mean  . Seriously?! https://t.co/YQthS2MTGr,5.229114,3.7186427,unknown
how come you are charging £10 for a product that is labelled by topps at £6? Absolute rip off I'd advise not to buy this ripoff https://t.co/9FMV8PZDVf,2.7014525,0.033569653,unknown
Bought a Fox and Ivy duvet set on Tuesday. Have washed and ironed it and it has a rip in the pillowcase. Can't get to store til next week. Will that be ok to get exchanged?,3.633726,0.5875982,unknown
"£3 mealdeal. Choose fruit as snack as the 'snack sign' is an apple. Told at til this is excluded, choose chocolate/crisps. (1/2)",7.093257,0.5075696,unknown
My delivery was meant to be here between 8-9pm. It hasn’t arrived and I haven’t received any messages. Sent you a DM. Livid.,-0.45282832,1.2940474,unknown
When you go to have a rice pot from  and it looks like this... wouldn’t want to have left that until the best before! Mouldy rice yum. https://t.co/5jv7ruFhC6,8.252224,-0.08801256,unknown
@tesco Thanks for the letter but this is the second time with the same product so i don't believe you. #tesco @29199 #raturine https://t.co/PbknqjffxU,4.5064826,1.9348602,unknown
I love that my grocery store has a  section. It's cute. I live in Canada! ❤ https://t.co/HygU1p0kPB,3.2259085,0.99235344,unknown
when you buy pineapple slices and it turns out to be chunks.#wronglabel,7.0915265,1.7185587,unknown
How many customers do you lose per day by presenting them with this screen for 10 minutes before getting to your site? #shocker #infrastructure #scale https://t.co/IEhPnD91fp,1.7547358,1.3473471,unknown
where do I make a complaint about your delivery drivers?,0.9020391,2.3278465,unknown
"At £3 a loaf ,  I really don't expect to be only able to eat 2/3 slices before the rest disintegrates. Poor service 4 coeliacs.... https://t.co/EWHiri8Ksc",6.6208334,-0.5022925,unknown
"Hey, I'm having trouble accessing my Clubcard account online. I have DM'd you. Thanks",-0.9153836,-0.50935346,unknown
your website is telling me 'sorry and error occured' and refreshing with every button I press. Can't place my order. What's going on?,0.38914937,-0.915595,unknown
"hello, Tesco esso express in henleaze bs9 4nb- will they stock call of duty at 6am tomorrow?",0.43779957,0.5536032,unknown
"did my usual shop at Tesco Henley on Thurs evening (16/11) &amp; there were queues at the checkouts, with the mgr chatting to a couple of staff &amp; not helping. Supervisor couldn’t help &amp; other checkout staff asked for mgr to help but she didn’t (1/2)",1.5755666,1.6197416,unknown
Hello  appreciate the efforts to make vegan products but the cheese-based ones taste too much like plastic 😰😰😰,6.798114,-1.0627999,unknown
"Direct - ""Clock and Collect, your order will be hear tomorrow at 3pm""' on Friday

Sunday morning - ""Your order will be hear Monday.

I might as well of gone in story to buy it or even get a delivery. What's with the false promises?",0.19654274,1.2430189,unknown
Imagine I got into  s and attempt to buy a beer battered cod.. then get asked for ID.... ffs😭,2.7695892,1.4190816,unknown
Was in your site doing my Xmas booking and as I was about to pay I was taken off and put into a queue. WTF??!!Am I expected to keep waiting all night to book out and lose my slot. #I was there first let me finish my shop before letting others onto your site,0.56100696,0.9320203,unknown
